x,y,Fire_NUM,Year,RSPNCE_TYP,Ignition_Date,Fire_Out_Date,Status,Fire_Cause,Fire_Center,Zone,Fire_ID,Location,Latitude,Longitude,Size,Link
1260240.944,1290107.309,G80609,2023,Full,06/04/2023,06/04/2023,Out,Person,4,8,609,Alexander Creek,56.5328,-121.7593,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80609
1640328.248,785497.639,N40726,2023,Full,06/10/2023,07/03/2023,Out,Person,6,4,726,Wildcat Creek,51.7026,-116.6955,8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40726
1343985.845,763256.5807,C40003,2023,Modified,04/04/2023,04/12/2023,Out,Person,7,4,3,N of Canim Hendrix Road,51.7722,-121.0039,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40003
1463087.366,514251.5889,K50004,2023,Full,04/04/2023,04/13/2023,Out,Person,5,5,4,South end of the KVR,49.4563,-119.6083,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50004
1423718.228,668424.7386,K20400,2023,Full,05/19/2023,05/24/2023,Out,Person,5,2,400,0.8 Km East of Louis Creek,50.8678,-119.9681,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20400
1134691.651,536517.1737,V50205,2023,Full,04/19/2023,05/15/2023,Out,Person,2,5,205,1km E of Brooks Lake,49.8287,-124.1282,1.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50205
1136246.152,536985.0304,V50198,2023,Full,04/19/2023,05/15/2023,Out,Unknown,2,5,198,3 km E of Brooks Lake,49.8326,-124.1064,1.36,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50198
1424101.389,668539.3972,K20103,2023,Full,04/27/2023,05/05/2023,Out,Person,5,2,103,Louis Creek,50.8685,-119.9626,2.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20103
1063176.854,1001163.452,G40363,2023,Full,05/18/2023,05/18/2023,Out,Person,4,4,363,Francious Lake,54.0101,-125.0337,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40363
1739463.327,602999.3684,N20225,2023,Full,05/04/2023,05/09/2023,Out,Person,6,2,225,Premier Lake,49.9561,-115.6593,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20225
1469251.655,626940.8965,K40541,2023,Full,05/31/2023,06/07/2023,Out,Person,5,4,541,Salmon River,50.4601,-119.3786,4.27,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40541
1318188.136,760649.0634,C40345,2023,Full,05/16/2023,05/17/2023,Out,Person,7,4,345,W of Highway 97,51.7646,-121.38,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40345
1511555.504,615003.7383,K41521,2023,Full,07/10/2023,07/11/2023,Out,Person,5,4,1521,Lumby-Mabel Rd,50.3163,-118.8027,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41521
1006796.594,979050.6151,R11052,2023,Full,07/01/2023,07/01/2023,Out,Person,3,1,1052,Eakin Settlement Rd,53.8157,-125.8965,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11052
1101870.35,1001159.414,G40503,2023,Full,05/26/2023,05/26/2023,Out,Person,4,4,503,Willowvale South,54.0038,-124.442,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40503
1370813.431,955489.6721,G30256,2023,Full,05/10/2023,05/11/2023,Out,Person,4,3,256,5km West East Twin,53.473,-120.3952,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30256
1220288.83,991178.5593,G10236,2023,Full,05/05/2023,05/06/2023,Out,Person,4,1,236,East of Blackburn Rd,53.8776,-122.6402,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10236
1230372.876,1286534.5,G80295,2023,Full,05/13/2023,05/22/2023,Out,Person,4,8,295,74 Mile Creek,56.516,-122.2482,0.76,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80295
925333.0652,1098198.727,R30687,2023,Full,06/08/2023,06/10/2023,Out,Person,3,3,687,Telkwa High Rd,54.8778,-127.1665,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30687
1464851.533,580237.7458,K51840,2023,,07/17/2023,,Under Control,Person,5,5,1840,Bald Range Creek,50.0459,-119.5007,4.08,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51840
1616415.813,755196.8465,N40538,2023,Full,05/30/2023,05/30/2023,Out,Person,6,4,538,Forde Station Rd,51.4604,-117.0943,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40538
1215790.759,980670.0544,G10221,2023,Full,05/05/2023,05/07/2023,Out,Person,4,1,221,Brodman Creek,53.7854,-122.7162,0.25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10221
1068198.987,1007572.904,G40676,2023,Full,06/08/2023,06/08/2023,Out,Person,4,4,676,Endako,54.0668,-124.9555,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40676
1318860.041,1245646.498,G70356,2023,Full,05/17/2023,05/25/2023,Out,Person,4,7,356,Septimus Km 36,56.1005,-120.8597,1.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70356
1356637.91,1163935.251,G70241,2023,Full,05/06/2023,05/07/2023,Out,Person,4,7,241,N of Ministik Creek,55.3448,-120.358,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70241
1276975.956,1337362.705,G80826,2023,Full,06/19/2023,06/19/2023,Out,Person,4,8,826,20 km N of Buick,56.9463,-121.4378,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80826
1789098.165,525089.3371,N10281,2023,Full,05/12/2023,06/09/2023,Out,Person,6,1,281,Lower Elk River,49.1964,-115.1416,9.98,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10281
1397038.698,599034.0846,K60674,2023,Full,06/08/2023,06/08/2023,Out,Person,5,6,674,Beaver Ranch Flats,50.2661,-120.4239,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60674
1398312.378,600511.3552,K60672,2023,Full,06/08/2023,06/08/2023,Out,Person,5,6,672,Cultus Creek,50.2785,-120.4045,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60672
1467666.492,594988.1866,K41395,2023,,07/09/2023,07/11/2023,Out,Unknown,5,4,1395,Ellison Park,50.1756,-119.4425,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41395
1349445.547,968321.6049,G30404,2023,Full,05/19/2023,05/19/2023,Out,Person,4,3,404,confluence of Morkill and Fraser Rivers,53.6024,-120.7024,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30404
1662521.459,559402.7792,N70284,2023,Full,05/12/2023,05/13/2023,Out,Person,6,7,284,Weasel Creek,49.6629,-116.8012,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N70284
1372177.039,654019.6586,K20627,2023,Full,06/05/2023,06/08/2023,Out,Person,5,2,627,Russeau Creek,50.7758,-120.7142,1.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20627
1302965.352,515080.1956,V10417,2023,Full,05/19/2023,05/20/2023,Out,Person,2,1,417,2km E of Big Silver Creek,49.5713,-121.8112,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10417
1060820.331,419346.7545,V70546,2023,Full,05/31/2023,05/31/2023,Out,Person,2,7,546,Keeha Bay,48.7871,-125.1736,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70546
1202621.856,545283.6864,V30015,2023,Full,04/05/2023,04/06/2023,Out,Person,2,3,15,5 km North of Squamish,49.8873,-123.1801,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30015
1130976.727,469077.3818,V70463,2023,Full,05/21/2023,05/21/2023,Out,Person,2,7,463,7 Km 142 main,49.2231,-124.2035,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70463
1187668.214,387164.6857,V60950,2023,Full,06/25/2023,06/30/2023,Out,Person,2,6,950,Prior Lake,48.4701,-123.4667,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60950
1184389.273,380006.8864,V61023,2023,Full,06/30/2023,07/01/2023,Out,Person,2,6,1023,S of Latoria Rd,48.4067,-123.5143,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V61023
1717507.072,565858.8861,N10166,2023,Full,05/02/2023,05/18/2023,Out,Person,6,1,166,Horse Barn Valley,49.6537,-116.0348,3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10166
1060461.807,472829.0755,V70125,2023,Full,04/26/2023,04/29/2023,Out,Person,2,7,125,13k S Taylor Main,49.2686,-125.17,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70125
1145032.254,453575.5861,V71066,2023,Full,07/02/2023,07/02/2023,Out,Unknown,2,7,1066,NE of Nanaimo River,49.0802,-124.0168,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V71066
1467765.767,521636.4108,K50058,2023,Full,04/17/2023,04/18/2023,Out,Person,5,5,58,Campbell Mountain,49.5187,-119.5348,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50058
1607879.035,525251.6913,N50196,2023,Full,05/03/2023,05/11/2023,Out,Person,6,5,196,Cant Creek,49.419,-117.6083,3.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50196
1018706.236,1007929.838,R11124,2023,Full,07/04/2023,07/04/2023,Out,Person,3,1,1124,End of Walker Rd,54.0742,-125.7135,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11124
1148661.513,451324.4897,V60626,2023,Full,06/04/2023,06/05/2023,Out,Person,2,6,626,Spruston Rd,49.059,-123.9681,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60626
1208632.436,535756.6608,V30530,2023,Full,04/29/2023,05/31/2023,Out,Person,2,3,530,N of Cheekye River,49.7995,-123.102,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30530
1340876.158,973620.9569,G30550,2023,Full,05/31/2023,05/31/2023,Out,Person,4,3,550,Catfish Creek,53.6555,-120.826,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30550
1137479.087,617993.4649,V50296,2023,Full,05/13/2023,05/19/2023,Out,Unknown,2,5,296,Racoon Creek,50.5601,-124.0584,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50296
1448004.882,707696.7715,K21148,2023,,07/05/2023,,Under Control,Person,5,2,1148,Spapilum Creek,51.1999,-119.5736,16.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21148
1087174.919,1011914.367,G40677,2023,Full,06/08/2023,06/08/2023,Out,Person,4,4,677,Ormund Creek,54.1029,-124.6636,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40677
1263320.849,783606.0127,C20095,2023,Full,04/26/2023,04/29/2023,Out,Person,7,2,95,1km E of Westwick Lakes,51.9996,-122.1568,4.93,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20095
1286094.423,1218269.927,G70240,2023,Full,05/06/2023,05/08/2023,Out,Person,4,7,240,Graveyard Creek,55.8759,-121.4149,1.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70240
1293336.449,1289801.47,G80291,2023,Full,05/13/2023,,Being Held,Person,4,8,291,Stoddart Creek,56.5112,-121.2219,29222,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80291
1289091.458,490007.2176,V10618,2023,,06/04/2023,06/28/2023,Out,Person,2,1,618,W of Chehalis River,49.3533,-122.022,63.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10618
1048620.276,827859.4096,C50254,2023,Full,05/09/2023,05/10/2023,Out,Person,7,5,254,N of Marten Road,52.4584,-125.2832,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50254
1290690.437,504614.9002,V10588,2023,,06/03/2023,,Being Held,Person,2,1,588,E of Chehalis River,49.4837,-121.9887,767.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10588
1116942.472,537997.4772,V50556,2023,Full,05/31/2023,06/06/2023,Out,Person,2,5,556,Walt Hill,49.846,-124.3743,1.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50556
1113002.181,537923.4024,V50557,2023,Full,06/01/2023,06/02/2023,Out,Person,2,5,557,1 km S of Duck lake,49.8461,-124.429,0.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50557
1121459.563,534052.5201,V50584,2023,Full,06/03/2023,06/04/2023,Out,Person,2,5,584,Powell River,49.8096,-124.3128,0.001,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50584
1120981.62,992488.9574,G40208,2023,Full,05/04/2023,05/04/2023,Out,Person,4,4,208,Nulki Lake Road,53.9221,-124.1533,3.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40208
1358902.581,1224396.996,G70189,2023,Full,05/03/2023,05/24/2023,Out,Person,4,7,189,Rolla Creek,55.8831,-120.2447,63,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70189
1175716.914,1003039.49,G11803,2023,Full,07/17/2023,07/19/2023,Out,Lightning,4,1,1803,S Saxton Lake,54.0008,-123.3124,0.054,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11803
996895.9221,595046.2154,V80527,2023,,05/29/2023,,Being Held,Person,2,8,527,N of Haihte Lake,50.3709,-126.0437,230,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80527
1461142.396,521473.1078,K50756,2023,Full,06/12/2023,06/12/2023,Out,Person,5,5,756,W of Sage Mesa Drive,49.5226,-119.626,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50756
1385402.555,642218.9615,K20029,2023,Full,04/14/2023,04/21/2023,Out,Person,5,2,29,Hughes Lake,50.6611,-120.54,3.13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20029
1158849.342,379634.53,V61092,2023,Full,07/02/2023,07/11/2023,Out,Person,2,6,1092,Muir Creek,48.4109,-123.8586,0.25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V61092
1084426.195,561444.8505,V50055,2023,Full,04/16/2023,04/17/2023,Out,Person,2,5,55,Feather Cove,50.0626,-124.8208,0.002,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50055
1354506.984,660956.1324,K20046,2023,Monitor,04/15/2023,04/18/2023,Out,Person,5,2,46,Sedge Creek,50.8495,-120.9573,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20046
1480840.253,576398.0638,K40911,2023,Full,06/24/2023,06/25/2023,Out,Person,5,4,911,9km Posthill Lake Road,49.9981,-119.2835,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40911
1016464.293,576374.7817,V80793,2023,Full,06/15/2023,06/15/2023,Out,Person,2,8,793,Memekay River,50.2028,-125.7693,0.002,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80793
954500.2502,508817.5243,V80514,2023,Full,05/27/2023,05/28/2023,Out,Person,2,8,514,Friendly Cove,49.5938,-126.629,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80514
1479111.013,657257.7686,K40922,2023,Full,06/25/2023,06/26/2023,Out,Person,5,4,922,Larch Hills Trail,50.7229,-119.1994,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40922
1302030.258,489046.4498,V10597,2023,,06/03/2023,06/16/2023,Out,Unknown,2,1,597,N of Francis Lake,49.338,-121.8452,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10597
1041514.08,566155.0124,V80681,2023,Full,06/08/2023,06/12/2023,Out,Person,2,8,681,Mary Lake,50.1097,-125.4196,0.46,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80681
1328403.942,1244379.534,G70226,2023,Full,01/01/2023,05/24/2023,Out,Person,4,7,226,Pingel Creek,56.0829,-120.708,3.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70226
1222677.099,955060.5786,G10065,2023,Full,04/20/2023,04/25/2023,Out,Person,4,1,65,Trapping Creek,53.5533,-122.6301,16.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10065
1369819.168,1201816.489,G70168,2023,Full,04/30/2023,05/10/2023,Out,Person,4,7,168,South Pouce Coupe River,55.6734,-120.1005,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70168
1115970.665,400515.4374,V60282,2023,Full,05/11/2023,05/14/2023,Out,Person,2,6,282,Gordon River Main,48.6091,-124.4301,0.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60282
1115266.66,512785.4146,V50257,2023,Full,05/09/2023,05/12/2023,Out,Person,2,5,257,2.5km N of Davie Bay,49.6196,-124.4054,0.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50257
891022.1805,1140257.537,R40749,2023,Full,06/12/2023,06/19/2023,Out,Person,3,4,749,4.5km NE of Keynton Lake,55.2482,-127.7183,0.74,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R40749
1713462.944,659846.7367,N20349,2023,Full,05/16/2023,05/17/2023,Out,Person,6,2,349,Bernais Draw,50.4953,-115.9053,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20349
1446095.559,554907.6439,K50276,2023,Full,05/12/2023,05/12/2023,Out,Person,5,5,276,Venner Creek,49.8341,-119.7925,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50276
1253152.075,1206934.925,G70243,2023,Full,05/06/2023,05/09/2023,Out,Person,4,7,243,West Moberley,55.7926,-121.952,1.69,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70243
1215202.494,985979.3136,G10199,2023,Full,05/04/2023,05/04/2023,Out,Person,4,1,199,Ellcott Creek,53.8332,-122.7214,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10199
1114295.588,468805.0537,V70519,2023,Full,05/28/2023,05/29/2023,Out,Person,2,7,519,N of Englishman River,49.2242,-124.4323,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70519
832340.9709,1052668.861,R50682,2023,,06/08/2023,06/11/2023,Out,Person,3,5,682,W side of Thunderbird Gravel Pit,54.4479,-128.5922,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R50682
1310044.478,819309.6411,C30362,2023,Full,05/18/2023,05/21/2023,Out,Person,7,3,362,SW of Gammarus Lake,52.2944,-121.4431,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30362
835411.2487,1062391.954,R50707,2023,Full,06/10/2023,06/12/2023,Out,Person,3,5,707,Steinhoe Creek,54.5359,-128.5502,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R50707
1172575.797,409009.7784,V60840,2023,Full,06/22/2023,06/22/2023,Out,Person,2,6,840,Bonanza Bluffs,48.6715,-123.6606,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60840
951525.1554,538987.2372,V80829,2023,Full,06/20/2023,06/29/2023,Out,Person,2,8,829,Mozino Point,49.8649,-126.6741,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80829
1463997.195,568190.9928,K50729,2023,Full,06/11/2023,06/16/2023,Out,Person,5,5,729,3.5 Km Bear Creek,49.9387,-119.5279,0.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50729
1499766.225,479759.8702,N61080,2023,Full,07/02/2023,07/02/2023,Out,Person,6,6,1080,Belchrome FSR,49.1164,-119.151,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N61080
1367800.346,583516.1295,K60127,2023,Full,04/29/2023,05/05/2023,Out,Person,5,6,127,Snake Road,50.1469,-120.8489,38.65,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60127
1127344.154,724811.4834,C50014,2023,Monitor,04/06/2023,04/24/2023,Out,Person,7,5,14,W of Tsuniah Lake,51.5213,-124.1623,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50014
1369000.248,571931.1285,K60049,2023,Full,04/16/2023,04/18/2023,Out,Person,5,6,49,South of Stirling Creek,50.0423,-120.8439,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60049
1142274.115,1000051.666,G40299,2023,Full,05/13/2023,05/15/2023,Out,Person,4,4,299,Leona Creek,53.9844,-123.825,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40299
1408307.437,701135.3475,K20028,2023,Full,04/14/2023,04/14/2023,Out,Person,5,2,28,Wolsey Road,51.1721,-120.1481,0.124,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20028
1160461.949,440023.898,V60605,2023,Full,06/04/2023,06/04/2023,Out,Unknown,2,6,605,N of Stocking Creek,48.9542,-123.8117,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60605
1040398.993,550031.3692,V80888,2023,Full,06/24/2023,06/26/2023,Out,Person,2,8,888,Lukwa Lake,49.9648,-125.437,0.45,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80888
